warning[E0133]: call to unsafe function `std::alloc::GlobalAlloc::alloc` is unsafe and requires unsafe block
  --> src\main.rs:15:19
   |
15 |         let ptr = System.alloc(layout);
   |                   ^^^^^^^^^^^^^^^^^^^^ call to unsafe function
   |
   = note: for more information, see <https://doc.rust-lang.org/nightly/edition-guide/rust-2024/unsafe-op-in-unsafe-fn.html>
   = note: consult the function's documentation for information on how to avoid undefined behavior
note: an unsafe function restricts its caller, but its body is safe by default
  --> src\main.rs:13:5
   |
13 |     unsafe fn alloc(&self, layout: Layout) -> *mut u8 {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
   = note: `#[warn(unsafe_op_in_unsafe_fn)]` on by default

warning[E0133]: call to unsafe function `std::alloc::GlobalAlloc::dealloc` is unsafe and requires unsafe block
  --> src\main.rs:25:9
   |
25 |         System.dealloc(ptr, layout);
   |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^ call to unsafe function
   |
   = note: for more information, see <https://doc.rust-lang.org/nightly/edition-guide/rust-2024/unsafe-op-in-unsafe-fn.html>
   = note: consult the function's documentation for information on how to avoid undefined behavior
note: an unsafe function restricts its caller, but its body is safe by default
  --> src\main.rs:24:5
   |
24 |     unsafe fn dealloc(&self, ptr: *mut u8, layout: Layout) {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

For more information about this error, try `rustc --explain E0133`.
9	3600
9	200
16	100
32	1900
64	300
30	700
48	200
64	200
48	200
64	0
16	500
64	400
184	900
512	11200
24	300
9	200
12	200
9	100
8	100
16	200
32	300
10	100
20	0
40	100
12	1000
24	300
48	500
424	1200
8	1600
48	1000
52	1500
32	200
12	900
24	200
48	400
10	400
20	300
40	200
24	1300
15	1600
17	200
27	100
22	100
17	100
22	100
21	100
16	100
26	100
26	200
26	200
29	100
29	200
18	200
22	100
15	100
23	100
26	1300
14	200
19	100
20	100
18	100
19	100
19	100
19	100
20	1600
20	100
590	1800
148	200
16	100
32	300
10	700
20	300
40	100
22	300
16	200
15	100
25	100
13	100
20	100
25	100
21	100
13	0
17	100
18	100
18	100
19	200
23	0
30	100
18	0
19	0
20	0
22	100
19	100
14	100
15	100
14	400
18	0
15	100
24	100
18	100
19	0
20	0
13	200
16	0
24	100
25	100
17	100
12	0
20	100
21	100
13	100
18	100
23	100
13	100
16	0
16	100
25	0
30	0
13	100
8	300
18	100
21	100
16	100
16	100
16	100
17	0
13	100
13	100
14	0
23	100
26	0
26	100
26	100
26	100
27	0
15	0
16	100
19	100
17	100
14	200
12	100
13	100
12	100
13	0
12	100
13	200
16	0
23	0
23	100
23	100
26	100
26	0
26	0
30	100
30	0
30	0
20	100
19	0
25	0
17	100
17	0
20	0
20	0
20	100
24	100
24	100
24	100
16	100
21	0
16	100
25	100
16	100
22	100
17	100
15	100
23	0
17	11200
27	100
21	100
11	100
23	100
22	100
21	100
16	0
21	0
16	100
25	100
16	100
22	100
17	0
15	100
13	100
17	100
27	100
21	100
12	100
12	100
13	100
19	0
20	100
14	100
15	100
10	0
27	100
27	100
11	100
18	0
26	100
13	0
21	100
22	100
34	100
13	100
14	0
15	100
25	100
23	100
24	0
36	0
34	0
46	400
20	100
30	100
24	100
33	100
30	100
39	100
9	100
26	100
26	0
10	0
23	100
11	100
18	100
23	100
12	0
9	0
8	400
25	100
30	100
24	100
26	100
21	0
23	100
23	0
23	100
26	100
12	100
13	100
18	0
22	0
13	100
19	0
14	300
14	0
24	100
18	0
17	100
24	100
33	100
18	100
26	200
33	100
31	100
19	0
28	100
26	0
23	0
22	100
21	100
20	0
16	100
14	100
25	0
23	0
20	100
19	0
24	100
28	0
31	100
21	100
15	100
13	0
11	0
14	100
12	100
19	0
22	100
38	100
28	0
25	0
18	100
16	100
16	100
14	0
24	0
22	0
19	100
30	100
28	0
25	100
24	100
43	400
33	0
34	800
17	0
20	0
14	100
19	0
20	0
24	100
28	100
23	0
26	100
29	100
34	0
25	100
23	100
20	100
15	100
27	200
25	100
28	100
26	100
20	100
21	100
19	100
22	100
20	0
13	100
29	100
25	100
26	0
24	100
24	100
19	100
27	0
18	100
14	100
12	100
13	0
21	600
31	500
12	100
14	100
25	200
25	500
21	300
22	100
20	100
20	100
18	100
29	200
29	100
25	100
26	200
24	200
24	100
21	100
30	100
28	200
26	100
25	100
23	100
20	100
21	100
26	100
15	100
15	100
15	100
16	100
28	100
26	100
19	100
21	100
22	100
21	100
26	100
20	100
20	100
20	100
17	100
25	200
24	100
16	100
12	100
12	100
12	500
13	100
17	100
18	200
18	100
21	100
22	100
15	100
16	0
16	0
16	0
17	100
7	200
23	100
26	300
24	0
33	100
36	100
27	100
21	0
24	100
11	100
12	100
13	100
16	100
12	100
20	100
10	100
17	0
12	0
11	0
9	100
12	100
22	100
16	100
12	0
14	100
10	100
12	100
17	100
17	0
22	0
16	100
24	100
19	0
18	100
26	200
20	100
30	100
28	100
20	0
21	0
20	100
21	100
20	100
21	100
20	100
21	100
18	0
21	200
21	100
29	100
30	100
29	100
29	200
31	100
26	100
31	100
27	0
38	0
13	100
14	0
14	100
17	100
19	0
18	100
25	100
14	100
14	100
18	100
19	100
18	0
19	100
12	100
14	0
16	100
16	100
24	0
16	0
20	100
19	0
20	100
19	0
20	0
19	100
20	0
20	0
21	0
19	0
20	0
19	100
20	100
19	100
20	100
20	100
21	0
19	100
20	100
19	100
20	100
19	0
20	0
20	0
21	0
19	0
20	100
19	100
20	100
19	100
20	0
20	100
21	100
26	100
26	0
28	0
28	100
28	100
28	0
26	0
26	0
28	100
28	100
28	0
28	100
26	0
26	100
28	0
28	100
28	100
28	0
18	100
17	0
15	0
13	100
13	100
14	100
24	100
22	100
33	100
26	300
17	100
14	200
22	100
23	100
20	100
21	100
20	0
21	100
10	100
16	0
17	200
18	100
21	0
22	0
15	600
15	100
28	300
14	0
22	0
14	200
22	200
12	0
20	100
12	900
17	0
15	100
16	100
15	0
16	100
15	100
16	100
15	0
16	0
13	100
13	200
24	200
13	100
24	100
18	200
19	300
16	100
17	100
16	100
17	100
15	100
15	400
26	200
15	100
26	200
16	100
16	100
16	100
17	100
16	100
21	0
22	100
23	100
